Date,Narrative,Debit Amount,Credit Amount,Categories
2020-10-22,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 5642,-35.3,,Groceries
2020-10-22,LIQUORLAND 3626 DEE WHY AUS TAP AND PAY 5642,-18.0,,DinnerBars
2020-10-22,TARGET ONLINE 03 AUS,,,
2020-10-22,CHEMIST WAREHOUSE DEE WHY NSW,-15.97,,Shopping
2020-10-22,UNITED DEE WHY DEE WHY NSW,-54.97,,Transport
2020-10-23,Jaycar Electronics Brookvale NSW TAP AND PAY 5642,-20.9,,Transport
2020-10-23,REPCO BROOKVALE NSW TAP AND PAY 5642,-204.8,,Transport
2020-10-23,COLES 0944 DEE WHY AUS,-15.9,,Groceries
2020-10-23,CHILL BAR DEE WHY NSW,-5.05,,DinnerBars
2020-10-23,LIQUORLAND 3626 DEE WHY AUS TAP AND PAY 5642,-10.0,,DinnerBars
2020-10-24,COLES 0784 DEE WHY AUS,-13.5,,Groceries
2020-10-24,LIQUORLAND 3626 DEE WHY AUS,-12.0,,DinnerBars
2020-10-24,BUNNINGS 514000 HEATHERBRAE TAP AND PAY 5642,-14.5,,Shopping
2020-10-25,LIQUORLAND 3626 DEE WHY AUS TAP AND PAY 5642,-5.0,,DinnerBars
2020-10-25,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-4.5,,Groceries
2020-10-25,KMART ONLINE 03 AUS,,,
2020-10-26,TREACHERY CAMP PL SEAL ROCKS NSW,-46.0,,Shopping
2020-10-28,Direct Debit 430117 Smartbox Sydney 306175,-91.0,,Shopping
2020-10-28,MED*ALDIMobile CHATSWOOD AUS,,,
2020-10-28,25646332 CampingAccom,-69.7,,Shopping
2020-10-28,25646332 CampingAccom,-98.4,,Shopping
2020-10-28,COLES 0784 DEE WHY AUS,-12.5,,Groceries
2020-10-29,"H M Hennes Mauritz NSW, Sydney AUS",,,
2020-10-29,WOOLWORTHS 1472 DEE WHY T/C NS,-8.0,,Groceries
2020-10-29,SERVICE NSW 4076 WARRIEWOOD,-34.15,,Transport
2020-10-29,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-20.0,,Groceries
2020-10-30,Transfer to other Bank NetBank,,,
2020-10-30,SQ *FISHBOWL DEE WHY Dee Why AUS TAP AND PAY 5642,-16.9,,DinnerBars
2020-10-30,Guzman y Gomez DeeWhy Dee Why NSW,-14.4,,DinnerBars
2020-10-30,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-1.8,,Groceries
2020-10-31,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 5642,-27.2,,Groceries
2020-11-01,Transaction Fee,,,
2020-11-01,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 5642,-12.0,,Groceries
2020-11-01,VUMBACA FRUIT MARKET DEE WHY TAP AND PAY 5642,-12.18,,Groceries
2020-11-01,BARENZE PTY LTD DEE WHY TAP AND PAY 5642,-10.8,,DinnerBars
2020-11-01,Transfer to xx2105 NetBank Vicky,,,
2020-11-02,PAYPAL *BUPAHIPTYLT 4029357733 AUS,-264.18,,Shopping
2020-11-02,HARBORD DIGGERS FRESHWATER,-4.8,,DinnerBars
2020-11-02,Transfer from xx2105 NetBank Vicky Ausgaben Okt,,,
2020-11-02,1/FRITZ FLORIAN STRAUF REF 2020110200031911 /RFB/WITHDRAWAL,,,
2020-11-02,Transfer To Binance Australia PayID Email from CommBank App Deposit,,,
2020-11-03,Transfer To Binance Australia PayID Email from CommBank App Deposit,,,
2020-11-03,BEACHES FIRST AID CROMER NSW,-100.0,,Shopping
2020-11-03,GIRDLERS GRIND DEE WHY NSW,-16.0,,DinnerBars
2020-11-04,Direct Debit 494894 OPTUS BILLING 62188084370,,,
2020-11-04,VUMBACA FRUIT MARKET DEE WHY TAP AND PAY 5642,-11.96,,Groceries
2020-11-06,VUMBACA FRUIT MARKET DEE WHY,-2.99,,Groceries
2020-11-06,THE REJECT SHOP DEE WHY NSW,-2.0,,Shopping
2020-11-06,HOMEMATE DEE WHY NSW,-3.5,,DinnerBars
2020-11-06,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-5.5,,Groceries
2020-11-06,ALDI STORES - DEE WHY DEE WHY,-4.0,,Groceries
2020-11-07,Transfer To Binance Australia PayID Email from CommBank App Deposit btc,,,
2020-11-07,DEE WHY RSL CLUB LTD DEE WHY TAP AND PAY 5642,-12.8,,DinnerBars
2020-11-07,DEE WHY RSL CLUB LTD DEE WHY TAP AND PAY 5642,-18.0,,DinnerBars
2020-11-08,BWS LIQUOR 6593 DEE WHY T/C NS TAP AND PAY 5642,-28.0,,DinnerBars
2020-11-08,WOOLWORTHS 1472 DEE WHY T/C NS,-12.2,,Groceries
2020-11-09,DEE WHY LIBRARY DEE WHY TAP AND PAY 5642,-6.0,,Shopping
2020-11-10,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-3.69,,Groceries
2020-11-11,Dee Why Fruit Market Dee Why NSW,-6.0,,Groceries
2020-11-11,Jaycar Electronics Brookvale NSW TAP AND PAY 5642,-89.4,,Shopping
2020-11-11,THE REJECT SHOP DEE WHY NSW,-2.3,,Shopping
2020-11-11,THE REJECT SHOP DEE WHY NSW,-2.65,,Shopping
2020-11-11,CCHP WYONG,-96.0,,Shopping
2020-11-12,Salary SAP Australia Pt WAGE/SALARY 013625,,,
2020-11-13,Coretto Dee Why Dee Why NSW TAP AND PAY 0733,-4.06,,DinnerBars
2020-11-13,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-9.05,,Groceries
2020-11-13,Qualitas Dee Why FMC Dee Why NSW TAP AND PAY 0733,-110.0,,Medical
2020-11-13,Qualitas Dee Why FMC Dee Why NSW TAP AND PAY 0733,-75.0,,Medical
2020-11-13,THE BEACH SHED DEE WHY NSW TAP AND PAY 5642,-9.0,,DinnerBars
2020-11-13,VUMBACA FRUIT MARKET DEE WHY TAP AND PAY 5642,-16.77,,Groceries
2020-11-13,PLINE PH DEE WHY DEE WHY TAP AND PAY 5642,-224.98,,Medical
2020-11-13,PLINE PH DEE WHY DEE WHY TAP AND PAY 5642,-17.99,,Shopping
2020-11-13,STOCKMANS BURGERS BEER DEE WHY TAP AND PAY 0733,-22.5,,DinnerBars
2020-11-15,COLES 0897 BROOKVALE AUS TAP AND PAY 5642,-5.0,,Groceries
2020-11-15,THE CANCER COUNCIL WOOLLOOMOOLONSW TAP AND PAY 0733,-99.95,,Shopping
2020-11-16,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 5642,-128.24,,Groceries
2020-11-16,REAL VISION 9174096128 NY ##1120 1.00 US DOLLAR,-1.38,,Shopping
2020-11-16,EZI*Redsbaby ALEXANDRIA AUS,-51.9,,Shopping
2020-11-16,D Y HAIR CUTTERS DEE WHY NSW TAP AND PAY 5642,-25.5,,Shopping
2020-11-16,AUTO PAYMENT - THANK YOU,,,
2020-11-16,Direct Credit 074806 BUPA_CLM_CR-1611 C89802714 03691375,,152.55,
2020-11-17,CBA CR CARD AUTOPAY PMNT 5523504400013262,,,
2020-11-17,KMART ONLINE 03 AUS,,34.0,
2020-11-17,CHEMIST WAREHOUSE DEE WHY NSW TAP AND PAY 0733,-3.99,,Shopping
2020-11-17,KMART 1055 WARRIEWOOD AUS TAP AND PAY 0733,-58.9,,Shopping
2020-11-17,M & J TRADING UP PTY DEE WHY NSW TAP AND PAY 5642,-10.7,,Shopping
2020-11-18,Tze Ying Lim Frenchs ForeNSW TAP AND PAY 0733,-360.0,,Medical
2020-11-18,PRP DIAGNSTIC IMAGI DEE WHY NSW TAP AND PAY 0733,-77.15,,Medical
2020-11-18,NORTHERN BEACHES HOSPI FRENCHS FORENSW TAP AND PAY 5642,-9.91,,Transport
2020-11-18,Direct Debit 373578 AGL RETAIL ENERG 640008781935,,,
2020-11-18,Direct Debit 348045 AGL SALES PTY LT 680008686294,,,
2020-11-18,Transfer To Binance Australia PayID Email from CommBank App Binance deposit,,,
2020-11-18,Direct Credit 074806 BUPA_CLM_CR-1811 C89802714 03713831,,276.25,
2020-11-18,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-11.25,,Groceries
2020-11-19,DEFT RENT NetBank BPAY 4481 0034744003,,,
2020-11-19,COLES 0784 DEE WHY AUS TAP AND PAY 0733,-10.1,,Groceries
2020-11-19,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 0733,-12.9,,Groceries
2020-11-21,mr gelato by matteo Collaroy NSW TAP AND PAY 5642,-14.5,,DinnerBars
2020-11-22,COFI HOUSE CHATSWOOD CHATSWOOD NSW TAP AND PAY 5642,-8.1,,DinnerBars
2020-11-22,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-24.93,,Groceries
2020-11-22,THE TRUSTEE FOR J AND FORESTVILLE AUS TAP AND PAY 5642,-75.96,,Transport
2020-11-22,WESTFIELD CHATSWOOD CHATSWOOD TAP AND PAY 5642,-12.0,,Transport
2020-11-22,TRANSPORTFORNSW TAP SYDNEY TAP AND PAY 5642,-4.48,,Transport
2020-11-22,Transfer From FRANCESCO GIORGIO FAVA to PayID Phone Pension,,93.0,
2020-11-22,CREAT3 PTY LTD CHATSWOOD NSW TAP AND PAY 5642,-185.5,,DinnerBars
2020-11-23,Wdl ATM CBA ATM DEE WHY B NSW 215502 AUS,-40.0,,Shopping
2020-11-23,BAYFIELDS IND. SINCE DEE WHY NSW TAP AND PAY 5642,-49.89,,DinnerBars
2020-11-23,SMP*Simply Noodles War Brookvale AUS TAP AND PAY 0733,-16.47,,DinnerBars
2020-11-23,Direct Credit 074806 BUPA_CLM_CR-2311 C89802714 03742504,,77.15,
2020-11-23,THREE BEANS WARRINGA BROOKVALE NSW TAP AND PAY 0733,-4.4,,DinnerBars
2020-11-23,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 5642,-100.15,,Groceries
2020-11-23,PRICE ATTACK WARRINGAH BROOKVALE TAP AND PAY 0733,-46.0,,Shopping
2020-11-24,LAWLERS WHOLELIFE DEE WHY NSW TAP AND PAY 0733,-29.07,,Shopping
2020-11-24,PLINE PH DEE WHY DEE WHY TAP AND PAY 0733,-19.99,,DinnerBars
2020-11-24,Coretto Dee Why Dee Why NSW TAP AND PAY 5642,-8.73,,DinnerBars
2020-11-24,TRANSPORTFORNSW TAP SYDNEY TAP AND PAY 0733,-5.44,,Transport
2020-11-25,KMART 1055 WARRIEWOOD AUS,,,
2020-11-25,PAYPAL *BOLDRSUPPLY 4029357733 AUS ##1120 269.00 US DOLLAR,-369.76,,Shopping
2020-11-25,KMART 1055 WARRIEWOOD AUS TAP AND PAY 0733,,,
2020-11-26,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-27.12,,Groceries
2020-11-26,Direct Credit 074806 BUPA_CLM_CR-2611 C89802714 03773515,,66.0,
2020-11-27,VUMBACA FRUIT MARKET DEE WHY TAP AND PAY 5642,-4.49,,Groceries
2020-11-27,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-37.55,,Groceries
2020-11-28,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 5642,-28.43,,Groceries
2020-11-28,REAL VISION 9174096128 NY ##1220 39.00 US DOLLAR,-53.04,,Shopping
2020-11-28,MED*ALDIMobile CHATSWOOD AUS,,,
2020-11-28,CGU INSURANCE MELBOURNE VIC,-372.68,,Transport
2020-11-29,CHILL BAR DEE WHY NSW TAP AND PAY 5642,-14.14,,DinnerBars
2020-11-29,7-ELEVEN 2212 DEE WHY NSW TAP AND PAY 5642,-29.0,,Shopping
2020-11-30,"H M Hennes Mauritz NSW, Sydney AUS",,,
2020-11-30,BEKYA Sydney NSW TAP AND PAY 0733,-9.9,,Transport
2020-11-30,MESSINA CIRC QUAY Sydney NSW TAP AND PAY 0733,-5.39,,DinnerBars
2020-12-01,TRANSPORTFORNSW TAP SYDNEY,-12.74,,Transport
2020-12-01,Transfer to xx2105 NetBank Vicky,,,
2020-12-01,PAYPAL *BUPAHIPTYLT 4029357733 AUS TAP AND PAY 5290,-265.18,,Shopping
2020-12-01,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 5642,-112.1,,Groceries
2020-12-01,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 0733,-3.0,,Groceries
2020-12-02,KMART ONLINE 03 AUS,-39.0,,Shopping
2020-12-02,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-9.9,,Groceries
2020-12-02,CHEMIST WAREHOUSE DEE WHY NSW TAP AND PAY 0733,-24.86,,Shopping
2020-12-02,THE BEACH SHED DEE WHY NSW TAP AND PAY 5642,-8.0,,DinnerBars
2020-12-03,GIRDLERS GRIND DEE WHY NSW TAP AND PAY 0733,-22.0,,DinnerBars
2020-12-03,BUNNINGS 551000 WARRINGAH MA TAP AND PAY 5642,-14.48,,Shopping
2020-12-03,ANACONDA BROOKVALE NSW TAP AND PAY 0733,-24.99,,Shopping
2020-12-03,TARGET 5078 BROOKVALE AUS TAP AND PAY 0733,-39.0,,Shopping
2020-12-03,Transfer To JACQUELINE O'BRIEN PayID Phone from CommBank App Moving boxes,-40.0,,Shopping
2020-12-04,TRANSPORTFORNSW TAP SYDNEY,-4.48,,Transport
2020-12-04,ALDI STORES - TOUKLEY TOUKLEY TAP AND PAY 5642,-152.99,,Groceries
2020-12-05,KMART 1130 GOROKAN AUS TAP AND PAY 0733,-29.0,,Shopping
2020-12-05,ALDI STORES - LAKEHAVE LAKE HAVEN TAP AND PAY 0733,-3.9,,Groceries
2020-12-05,THE KRAKEN KIOSK NORAH HEAD TAP AND PAY 5642,-5.0,,DinnerBars
2020-12-05,Transfer From Mr Agustin Vanni to PayID Phone Du Hast,,50.0,
2020-12-06,Transfer From Mrs Carolina Luciana Magal to PayID Phone CREDIT TO ACCOUNT,,27.0,
2020-12-07,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 5642,-114.6,,Groceries
2020-12-07,Direct Debit 494894 OPTUS BILLING 62188084370,,,
2020-12-08,COLES 0784 DEE WHY AUS TAP AND PAY 0733,-19.35,,Groceries
2020-12-08,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-6.09,,Groceries
2020-12-08,Transfer From Ms Raenuka Tehmina Menon to PayID Phone dreamtime,,180.0,
2020-12-09,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-3.0,,Groceries
2020-12-09,BEST AND LESS PTY LTD LEICHHARDT,-57.0,,Shopping
2020-12-09,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 5642,-9.0,,Groceries
2020-12-10,LINKT SYDNEY SYDNEY,-17.2,,Transport
2020-12-11,VUMBACA FRUIT MARKET DEE WHY TAP AND PAY 0733,-22.52,,Groceries
2020-12-11,BEST & LESS BROOKVALE TAP AND PAY 0733,-10.0,,Shopping
2020-12-11,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-3.75,,Groceries
2020-12-11,CBeach Brookvale Brookvale AUS TAP AND PAY 0733,-29.99,,Shopping
2020-12-11,HOMEMATE DEE WHY NSW TAP AND PAY 0733,-10.0,,Shopping
2020-12-11,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-21.59,,Groceries
2020-12-11,BWS LIQUOR 6593 DEE WHY T/C NS TAP AND PAY 5642,-16.0,,DinnerBars
2020-12-12,VUMBACA FRUIT MARKET DEE WHY TAP AND PAY 5642,-1.9,,Groceries
2020-12-12,mr gelato by matteo Collaroy NSW TAP AND PAY 0733,-23.0,,DinnerBars
2020-12-12,BWS LIQUOR 6593 DEE WHY T/C NS TAP AND PAY 5642,-16.0,,DinnerBars
2020-12-12,TRANSPORTFORNSW TAP SYDNEY TAP AND PAY 0733,-2.24,,Transport
2020-12-12,LIFELINE NORTHERN BE BALGOWLAH NSW TAP AND PAY 5642,-10.0,,Shopping
2020-12-13,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-26.55,,Groceries
2020-12-13,TRANSPORTFORNSW TAP SYDNEY TAP AND PAY 5642,-4.48,,Transport
2020-12-14,Salary SAP Australia Pt WAGE/SALARY 013625,,,
2020-12-14,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-2.0,,Groceries
2020-12-14,BUNDESAMT FUER JUSTIZ 03183384/915DEU ##1220 13.00 EURO NATL CURR UNI,-20.98,,Shopping
2020-12-14,BAYFIELDS IND. SINCE DEE WHY NSW TAP AND PAY 5642,-71.88,,DinnerBars
2020-12-14,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 5642,-65.12,,Groceries
2020-12-14,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 0733,-10.02,,Groceries
2020-12-15,QANTAS AIRWAYS LIMIT MASCOT,,818.64,
2020-12-15,AUTO PAYMENT - THANK YOU,,,
2020-12-15,BUNDESAMT FUER JUSTIZ 03183384/915DEU ##1220 13.00 EURO NATL CURR UNI,-20.95,,Shopping
2020-12-15,OFWKS ONLINE BENTLEIGH E 03 AUS,-3.0,,Shopping
2020-12-15,COLES 0784 DEE WHY AUS TAP AND PAY 0733,-38.86,,Groceries
2020-12-15,OFWKS ONLINE BENTLEIGH E 03 AUS,-9.95,,Shopping
2020-12-16,CBA CR CARD AUTOPAY PMNT 5523504400013262,,,
2020-12-17,DECK 23 DEE WHY NSW TAP AND PAY 5642,-59.5,,DinnerBars
2020-12-17,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-4.0,,Groceries
2020-12-18,PRIME QUALITY MEAT DEE WHY NSW TAP AND PAY 5642,-23.14,,Groceries
2020-12-18,7-ELEVEN 2212 DEE WHY NSW TAP AND PAY 5642,-53.0,,Shopping
2020-12-18,Direct Debit 373578 AGL RETAIL ENERG 001008188841,,,
2020-12-18,Transfer From GABRIEL CORDEIRO to PayID Phone gas,,24.0,
2020-12-18,Direct Debit 348045 AGL SALES PTY LT 270008346087,,,
2020-12-18,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 5642,-71.54,,Groceries
2020-12-18,BAYFIELDS IND. SINCE DEE WHY NSW TAP AND PAY 5642,-14.99,,DinnerBars
2020-12-19,DEFT RENT NetBank BPAY 4481 0034744003,,,
2020-12-19,OFFICEWORKS 0204 DEE WHY AUS TAP AND PAY 0733,-14.21,,Shopping
2020-12-20,VUMBACA FRUIT MARKET DEE WHY TAP AND PAY 0733,-7.19,,Groceries
2020-12-21,MONTHLY FEE,-35.0,,Shopping
2020-12-21,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 5642,-41.0,,Groceries
2020-12-22,AIRTASKER* 7845290X SYDNEY NSW,-223.9,,Shopping
2020-12-22,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-19.0,,Groceries
2020-12-22,POST DEE WHY-RET DE DEE WHY WAU TAP AND PAY 0733,-8.3,,Shopping
2020-12-22,Transfer from xx2105 NetBank Vicky Ausgaben Dez,,,
2020-12-22,CHEMIST WAREHOUSE DEE WHY NSW TAP AND PAY 0733,-16.98,,Shopping
2020-12-23,KMART ONLINE 03 AUS,-19.0,,Shopping
2020-12-23,POOLE'S HARDWARE & P DEE WHY NSW TAP AND PAY 5642,-6.95,,Shopping
2020-12-24,BAYFIELDS IND. SINCE DEE WHY NSW TAP AND PAY 0733,-11.99,,DinnerBars
2020-12-24,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 0733,-17.7,,Groceries
2020-12-24,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 0733,-78.63,,Groceries
2020-12-24,VUMBACA FRUIT MARKET DEE WHY TAP AND PAY 0733,-8.46,,Groceries
2020-12-24,PRIME QUALITY MEAT DEE WHY NSW TAP AND PAY 0733,-59.78,,Groceries
2020-12-26,COLES 0784 DEE WHY AUS TAP AND PAY 0733,-10.25,,Groceries
2020-12-26,WOOLWORTHS 1472 DEE WHY T/C NS TAP AND PAY 5642,-86.82,,Groceries
2020-12-29,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-29.4,,Groceries
2020-12-29,SIDEWAYS BROOKVALE NSW TAP AND PAY 5642,-34.95,,Shopping
2020-12-29,BUNNINGS 551000 WARRINGAH MA TAP AND PAY 5642,-19.45,,Shopping
2020-12-29,MED*ALDIMobile CHATSWOOD AUS,,,
2020-12-29,SUPER CHEAP AUTO BROOKVALE NSW TAP AND PAY 5642,-139.99,,Shopping
2020-12-30,SCM DEE WHY DEE WHY NSW TAP AND PAY 5642,-42.75,,Groceries
2020-12-30,ALDI STORES - DEE WHY DEE WHY TAP AND PAY 5642,-99.04,,Groceries
2020-12-31,LIQUORLAND 3626 DEE WHY AUS TAP AND PAY 0733,-25.0,,DinnerBars
2020-12-31,COLES 0784 DEE WHY AUS TAP AND PAY 5642,-55.9,,Groceries
2020-12-31,Transfer From FRANCESCO GIORGIO FAVA to PayID Phone beers,,25.0,
2021-01-01,Transfer to xx2105 NetBank Vicky,,,
2021-01-01,PAYPAL *BUPAHIPTYLT  4029357733  AUS TAP AND PAY 5290,-239.36,,Shopping
2021-01-01,Transfer from xx2105 NetBank Vicky Ausgaben Dez,,,
2021-01-02,COLES 0784  DEE WHY  AUS TAP AND PAY 5642,-22.0,,Groceries
2021-01-02,KMART ONLINE  03  AUS,,,
2021-01-02,VUMBACA FRUIT MARKET  DEE WHY TAP AND PAY 5642,-6.31,,Groceries
2021-01-04,LIQUORLAND 3626  DEE WHY  AUS TAP AND PAY 5642,-20.0,,DinnerBars
2021-01-04,DR JAMES SMITH  DEE WHY  NSW TAP AND PAY 5642,-85.0,,Medical
2021-01-04,PRIME QUALITY MEAT  DEE WHY  NSW TAP AND PAY 5642,-12.0,,Groceries
2021-01-04,ALDI STORES - DEE WHY  DEE WHY TAP AND PAY 5642,-22.05,,Groceries
2021-01-04,Direct Credit 279219 PAYPAL AUSTRALIA 1011769623515,,58.14,Shopping
2021-01-05,OFFICEWORKS 0204  DEE WHY  AUS TAP AND PAY 5642,-49.0,,Shopping
2021-01-05,COLES 0784  DEE WHY  AUS TAP AND PAY 5642,-9.4,,Groceries
2021-01-06,KENNARDS HIRE HO NSW 1  SEVEN HILLS,,,
2021-01-06,CCHP  WYONG,-150.0,,Travel
2021-01-07,VUMBACA FRUIT MARKET  DEE WHY TAP AND PAY 5642,-2.99,,Groceries
2021-01-07,ALDI STORES - DEE WHY  DEE WHY TAP AND PAY 5642,-83.23,,Groceries
2021-01-08,Direct Credit 074806 BUPA_CLM_CR-0801 C89802714 04058327,,45.0,
2021-01-08,BIKE ADDICTION PTY LTD  NORTH MANLY NSW TAP AND PAY 5642,,,
2021-01-08,PAYPAL *REDSBABY REDSB  4029357733  AUS TAP AND PAY 5290,-127.8,,Shopping
2021-01-09,Mr Gelato by Matteo  Freshwater  NSW TAP AND PAY 0733,-16.5,,DinnerBars
2021-01-09,Mr Gelato by Matteo  Freshwater  NSW TAP AND PAY 5642,-6.5,,DinnerBars
2021-01-09,PHARMASAVE COLLAROY  COLLAROY  NSW TAP AND PAY 0733,-0.99,,Shopping
2021-01-09,Transfer To Katie dally CommBank App Car seat,-100.0,,Shopping
2021-01-10,TRANSPORTFORNSW TAP  SYDNEY TAP AND PAY 5642,-4.48,,Transport
2021-01-10,Adobe Systems Pty Ltd  Sydney  AUS,,,
2021-01-11,KIMBRIKI ENVIRONMENTAL  TERREY HILLS TAP AND PAY 5642,-20.0,,Shopping
2021-01-11,COLES 0784  DEE WHY  AUS TAP AND PAY 0733,-17.5,,Groceries
2021-01-11,Transfer To Anna Brolsma CommBank App Backpack,-275.0,,Shopping
2021-01-11,Direct Debit 494894 OPTUS BILLING 62188084370,,,
2021-01-12,UNITED DEE WHY  DEE WHY  NSW TAP AND PAY 5642,-73.91,,Transport
2021-01-12,GOODSPANNER PTY LTD  BROOKVALE  NSW TAP AND PAY 5642,-387.0,,Transport
2021-01-12,Adobe Systems Pty Ltd  Sydney  AUS,,,
2021-01-12,COLES 0784  DEE WHY  AUS TAP AND PAY 5642,-7.45,,Groceries
2021-01-12,D Y HAIR CUTTERS  DEE WHY  NSW TAP AND PAY 5642,-25.5,,Shopping
2021-01-13,DECATHLON (AUSTRALIA  TEMPE  NSW TAP AND PAY 5642,-35.0,,Shopping
2021-01-13,ABK PTY LTD  NORTH CURL C TAP AND PAY 5642,-93.0,,DinnerBars
2021-01-13,MAMMOTH CATERING  NORTH CURL CNSW TAP AND PAY 0733,-50.5,,DinnerBars
2021-01-13,ALDI STORES - DEE WHY  DEE WHY TAP AND PAY 0733,-9.03,,Groceries
2021-01-13,IKEA TEMPE  TEMPE  NSW TAP AND PAY 0733,-6.5,,Shopping
2021-01-13,IKEA TEMPE  TEMPE  NSW TAP AND PAY 5642,-111.97,,Shopping
2021-01-13,KENNARDS HIRE HO NSW 1  SEVEN HILLS,,,
2021-01-14,Salary SAP Australia Pt WAGE/SALARY 013625,,,
2021-01-14,SQ *FRENCH BASKET DEE  Dee Why  AUS TAP AND PAY 5642,-9.5,,DinnerBars
2021-01-14,HOMEMATE  DEE WHY  NSW TAP AND PAY 0733,-4.5,,Shopping
2021-01-14,COLES 0784  DEE WHY  AUS TAP AND PAY 0733,-47.78,,Groceries
2021-01-14,WOOLWORTHS  1472  DEE WHY T/C NS TAP AND PAY 5642,-38.49,,Groceries
2021-01-14,Transfer To F FAVA PayID Phone from CommBank App Pizza,-39.0,,DinnerBars
2021-01-15,GOODSPANNER PTY LTD  BROOKVALE  NSW TAP AND PAY 5642,-1382.0,,Transport
2021-01-15,NORAH HEAD HOLIDY PR  NORAH HEAD  NSW TAP AND PAY 5642,-30.0,,Travel
2021-01-15,AUTO PAYMENT - THANK YOU,,,
2021-01-15,Return IKEA TEMPE TEMPE NS AUS Tap and Pay xx8206 Value Date: 13/01/2021,,875.0,
2021-01-16,ALDI STORES - LAKEHAVE  LAKE HAVEN TAP AND PAY 5642,-142.92,,Groceries
2021-01-16,TWHITE CHEM LAKEHAVEN  LAKE HAVEN TAP AND PAY 0733,-7.2,,Shopping
2021-01-16,BEST AND LESS  GOROKAN TAP AND PAY 0733,,57.0,
2021-01-16,BEST AND LESS  GOROKAN TAP AND PAY 0733,,10.0,
2021-01-16,COLES 0819  GOROKAN  AUS TAP AND PAY 0733,-7.85,,Groceries
2021-01-16,KMART ONLINE  03  AUS,,39.0,
2021-01-16,CBA CR CARD AUTOPAY PMNT 5523504400013262,,,
2021-01-16,KMART 1130  GOROKAN  AUS TAP AND PAY 0733,-41.25,,Shopping
2021-01-17,BOORAL SERVICE CENTRE  BOORAL  NSW TAP AND PAY 5642,-49.08,,Transport
2021-01-17,BABY BUNTING  WARNERS BAY NSW TAP AND PAY 0733,-75.95,,Shopping
2021-01-17,LINKT SYDNEY  SYDNEY,-8.83,,Transport
2021-01-19,Direct Debit 348045 AGL SALES PTY LT 230008485139,-63.86,,Utility
2021-01-19,25646332  CampingAccom,-34.85,,Travel
2021-01-19,Direct Debit 373578 AGL RETAIL ENERG 740009072917,-19.98,,Utility
2021-01-20,ALDI STORES - FORSTER  FORSTER TAP AND PAY 5642,-61.37,,Groceries
2021-01-20,25646332  CampingAccom,-49.0,,Travel
2021-01-20,25646332  CampingAccom,-34.85,,Travel
2021-01-20,LIQUORLAND 3687  FORSTER  AUS TAP AND PAY 5642,-64.0,,DinnerBars
2021-01-20,COLES 0901  FORSTER  AUS,-10.8,,Groceries
2021-01-21,SCA FORSTER  FORSTER  NSW TAP AND PAY 5642,-55.57,,Shopping
2021-01-21,COLES 0901  FORSTER  AUS TAP AND PAY 5642,-12.52,,Groceries
2021-01-21,BUNNINGS 685000  FORSTER TAP AND PAY 5642,-17.5,,Shopping
2021-01-21,MNJ FORSTER PTY LTD  FORSTER TAP AND PAY 0733,-20.9,,DinnerBars
2021-01-22,KMART 1087  FORSTER  AUS TAP AND PAY 0733,-9.0,,Shopping
